mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,d_mfcc_1_mean,d_mfcc_2_mean,d_mfcc_3_mean,d_mfcc_4_mean,d_mfcc_5_mean,d_mfcc_6_mean,d_mfcc_7_mean,d_mfcc_8_mean,d_mfcc_9_mean,d_mfcc_10_mean,d_mfcc_11_mean,d_mfcc_12_mean,d_mfcc_13_mean,d_mfcc_1_std,d_mfcc_2_std,d_mfcc_3_std,d_mfcc_4_std,d_mfcc_5_std,d_mfcc_6_std,d_mfcc_7_std,d_mfcc_8_std,d_mfcc_9_std,d_mfcc_10_std,d_mfcc_11_std,d_mfcc_12_std,d_mfcc_13_std,d2_mfcc_1_mean,d2_mfcc_2_mean,d2_mfcc_3_mean,d2_mfcc_4_mean,d2_mfcc_5_mean,d2_mfcc_6_mean,d2_mfcc_7_mean,d2_mfcc_8_mean,d2_mfcc_9_mean,d2_mfcc_10_mean,d2_mfcc_11_mean,d2_mfcc_12_mean,d2_mfcc_13_mean,d2_mfcc_1_std,d2_mfcc_2_std,d2_mfcc_3_std,d2_mfcc_4_std,d2_mfcc_5_std,d2_mfcc_6_std,d2_mfcc_7_std,d2_mfcc_8_std,d2_mfcc_9_std,d2_mfcc_10_std,d2_mfcc_11_std,d2_mfcc_12_std,d2_mfcc_13_std,jitter_local,jitter_rap,shimmer_local,shimmer_apq3,hnr,label,type,person_id,recording
-388.2864685058594,116.6484832763672,12.806400299072266,51.78805160522461,14.888198852539062,11.22740077972412,0.838192343711853,-1.2484376430511477,1.890262484550476,-1.7473288774490356,-4.257755279541016,-8.77251148223877,0.1240086406469345,103.14723205566406,56.82242965698242,34.664085388183594,24.58894157409668,28.706926345825195,17.547788619995117,15.934954643249512,14.021599769592283,10.294161796569824,9.531927108764648,12.438348770141602,13.18718433380127,8.75936508178711,0.2136929780244827,0.1449751108884811,-0.021741734817624,0.0001442453067284,0.0338368788361549,0.0117053985595703,-0.0319550745189189,-0.0421416647732257,-0.0344734713435173,-0.0369560495018959,-0.0279618464410305,-0.0313034281134605,-0.0317079201340675,14.70527172088623,8.362199783325195,5.93476676940918,3.3515141010284424,4.210423469543457,2.774778127670288,2.436218500137329,2.5878806114196777,1.8367727994918823,1.5537590980529783,2.181243896484375,2.0940065383911133,1.597934603691101,-0.3037997782230377,-0.1511612981557846,0.0242567732930183,-0.0260811764746904,0.0380027517676353,0.0542581751942634,0.055136315524578,-0.0160444676876068,0.0094187296926975,0.0108886212110519,-0.0666357725858688,0.0256227366626262,0.007671320810914,7.291261196136475,3.1387946605682373,3.307986259460449,1.878811001777649,2.0267724990844727,1.3680473566055298,1.3613089323043823,1.2970941066741943,0.9000067114830017,0.7788565158843994,1.2184555530548096,1.0624510049819946,0.8292484283447266,0.0305399544614838,0.0149310126391555,0.0686063488520531,0.0234297541049391,15.631016189968753,1,Hyperfunktionelle Dysphonie,1037,phrase
-418.1732482910156,162.67642211914062,18.261865615844727,28.87626266479492,17.428565979003906,20.3862361907959,-3.6715009212493896,-2.414239883422852,7.682037830352783,1.4880748987197876,0.494833767414093,1.7985128164291382,-2.27681303024292,80.09817504882812,59.67912673950195,32.064208984375,19.8031005859375,23.4394588470459,21.82198715209961,19.93122100830078,10.07012939453125,9.48525047302246,12.16087245941162,7.806450366973877,7.04771614074707,7.028182029724121,0.5728399753570557,0.121412381529808,-0.1665443480014801,0.1367698460817337,0.0673246681690216,0.1861128956079483,0.1315576881170272,0.0577108338475227,-0.0160418432205915,-0.0720956772565841,0.0178660806268453,-0.018898332491517,0.0049076080322265,11.81591510772705,10.798088073730469,4.644414901733398,3.125097274780273,4.286206245422363,2.843975782394409,3.007432699203491,1.9414039850234983,1.502677083015442,2.1100168228149414,1.37010395526886,1.589921236038208,1.3040217161178589,-0.167270615696907,-0.107564091682434,-0.0116781340911984,0.0276077575981616,0.0875037536025047,0.078055702149868,0.0754599794745445,0.0219499990344047,0.0368252731859684,0.0344920791685581,-0.0388285405933856,-0.0327640660107135,-0.0347983203828334,6.998560905456543,4.762202739715576,2.847187042236328,2.046020746231079,1.9206228256225584,1.3401625156402588,1.7192801237106323,1.074164867401123,0.778026819229126,1.0864789485931396,0.795168936252594,0.9444025754928588,0.7488143444061279,0.032324241751822,0.0103901953107218,0.0881964286657743,0.0294483001104019,14.141502436771072,1,Hyperfunktionelle Dysphonie,1043,phrase
-357.43438720703125,113.3320770263672,25.27441024780273,39.79357147216797,7.228905200958252,29.751708984375,-3.29590916633606,-2.9218590259552,9.85234260559082,-4.348001956939697,0.1642423123121261,-6.135289669036865,-5.877421855926514,83.2781753540039,41.49922180175781,31.81656074523925,14.56348705291748,25.045974731445312,14.924519538879396,16.843183517456055,14.046998977661133,9.872688293457031,10.867398262023926,10.224352836608888,8.084696769714355,7.596309185028076,0.1651680916547775,0.0958779230713844,0.0117461988702416,-0.0382882505655288,-0.0800589099526405,-0.0384764075279235,-0.0503885596990585,-0.0167865101248025,-0.0385339185595512,-0.0072387601248919,0.0163676589727401,-0.0068388297222554,0.0112308831885457,11.97207260131836,7.395764827728271,5.19252872467041,2.244114637374878,3.8197762966156006,2.253171920776367,2.813202142715454,2.386859178543091,1.6172096729278564,1.8157397508621216,1.789944410324097,1.5327401161193848,1.2763941287994385,-0.0098668839782476,-0.0817479789257049,-0.0569839552044868,-0.0398593991994857,-0.0508948937058448,-0.0172608997672796,-0.0403405539691448,0.0129976496100425,0.0012868732446804,0.0041987169533967,0.0234320685267448,-0.0049030501395463,0.0075232814997434,6.335251808166504,3.154322385787964,2.989664077758789,1.2436383962631226,1.7731841802597046,1.1982510089874268,1.5241817235946655,1.1855511665344238,0.7841720581054688,1.0072569847106934,0.8354188799858093,0.8135724663734436,0.6862711310386658,0.0152335439386297,0.0059251502314767,0.0561880413901139,0.0204343577518481,20.01167420792361,1,Hyperfunktionelle Dysphonie,1044,phrase
-331.2268981933594,122.81640625,0.2887556850910187,31.329954147338867,1.7420014142990112,1.8111684322357176,-4.569820880889893,-6.640920162200928,-4.338638782501221,-6.428737163543701,-10.757076263427734,-11.452879905700684,-8.602304458618164,69.97306823730469,44.61820602416992,38.47956085205078,26.33659172058105,26.2175235748291,20.993471145629883,15.525005340576172,12.784303665161133,13.751639366149902,12.545141220092772,12.123136520385742,10.999699592590332,8.965587615966797,0.3420203030109405,0.3842676877975464,0.2147100269794464,0.1254377663135528,0.041911419481039,-0.0090011889114975,0.0081981560215353,-0.0210856776684522,-0.0130192730575799,0.0266908854246139,-0.0106983697041869,-0.0478533580899238,-0.0545221343636512,12.487929344177246,8.196617126464844,6.564626216888428,3.092617988586426,4.277139663696289,3.338348627090454,2.576901912689209,2.585448980331421,2.374845027923584,2.424401998519897,2.519747972488404,2.2136876583099365,1.880798816680908,-0.1457109153270721,-0.0601035803556442,-0.0819191634654998,-0.1240902990102768,0.0449046678841114,0.0468430407345294,0.0243431460112333,0.0679969191551208,0.0764542520046234,0.0194940082728862,0.02616280131042,0.0202628709375858,-0.0152068575844168,7.3518290519714355,4.27957010269165,3.760092496871948,1.7229373455047607,2.023910522460937,1.448307752609253,1.2705572843551636,1.4204572439193726,1.260379433631897,1.1418768167495728,1.0680649280548096,1.1564106941223145,1.0908409357070925,0.0187935976107753,0.0072401697985182,0.0462772696330198,0.01537166614245,20.874388215594774,1,Hyperfunktionelle Dysphonie,1050,phrase
-339.0238037109375,123.90879821777344,21.50529861450196,44.9127311706543,2.141042947769165,21.977331161499023,4.298295021057129,-4.9712443351745605,8.203899383544922,8.195744514465332,1.3897573947906494,-6.4098968505859375,-3.904047966003418,130.13522338867188,61.36630630493164,32.04901123046875,23.26809883117676,25.539718627929688,17.15053939819336,18.69603729248047,16.90131950378418,10.681324005126951,10.781648635864258,9.806436538696287,12.377704620361328,10.99851417541504,0.3075702786445617,0.2017834335565567,0.0861887484788894,0.0624204389750957,-0.0573892891407012,0.0052470238879323,-0.0020368287805467,-0.0082127433270215,-0.013972083106637,-0.0224902406334877,0.0143335266038775,0.007897188887,0.0198832210153341,14.847335815429688,7.613448143005371,4.821006774902344,2.934532403945923,3.596585512161255,2.2502918243408203,2.525038480758667,2.732020139694214,1.759276270866394,1.5948247909545898,1.6243131160736084,1.9044500589370728,1.378458023071289,-0.0074907401576638,-0.0006085793720558,0.0039559551514685,-0.0127116227522492,0.0007376276771537,0.0160810407251119,0.0087895467877388,0.0134087018668651,0.0143864657729864,0.0108838099986314,-0.0023433063179254,0.0020420888904482,0.0114760752767324,7.7830095291137695,3.8627874851226807,2.9422881603240967,1.6714410781860352,1.7091251611709597,1.0153822898864746,1.3354300260543823,1.480951905250549,0.716239869594574,1.0186582803726196,0.8830186128616333,1.0288708209991455,0.6392552852630615,0.0196373179947912,0.0054591228793679,0.0788213119421374,0.0202954718439817,15.654963506270985,1,Hyperfunktionelle Dysphonie,1051,phrase
-354.4658508300781,154.60842895507812,27.52479362487793,40.7686767578125,24.743083953857425,21.029916763305664,-7.881922245025635,-8.965777397155762,-0.6345840096473694,-2.8559882640838623,-3.843760490417481,-12.762837409973145,-7.775847911834717,78.16459655761719,49.71392822265625,33.46181106567383,25.119779586791992,21.47396850585937,20.552461624145508,24.53045082092285,12.237321853637695,12.38381290435791,11.220447540283203,9.893658638000488,13.225647926330566,11.129417419433594,0.2896813750267029,0.292514443397522,0.1923972368240356,0.1394283771514892,0.0685514509677887,0.0628697052597999,0.0218347832560539,0.0071496646851301,-0.0231031104922294,-0.0574672855436801,-0.0429774522781372,-0.0436884835362434,-0.0074350736103951,14.521759033203123,8.396739959716797,6.359959602355957,3.426030397415161,2.996497869491577,2.228616237640381,3.166283369064331,2.49731707572937,1.878319501876831,2.289623260498047,1.665099024772644,1.9658979177474976,1.9119547605514529,-0.1451464742422104,-0.12167589366436,-0.0694190636277198,-0.049274057149887,0.0141316130757331,0.0150938984006643,0.0028151283040642,0.0057982867583632,0.033617228269577,0.0361945703625679,0.0215059779584407,0.0035923481918871,-0.0143691273406147,7.761452198028564,3.690553665161133,3.193784713745117,1.989454984664917,1.674776911735535,0.9882795810699464,1.446934461593628,1.1492767333984375,0.927359938621521,1.219839096069336,0.9902496337890624,0.968461275100708,1.0247496366500854,0.0187551604601347,0.006425231362904,0.0591251898512623,0.0201537264331078,19.620356568362,1,Hyperfunktionelle Dysphonie,106,phrase
-375.84423828125,165.66554260253906,9.234177589416504,48.38668441772461,24.58271789550781,14.642131805419922,3.870218753814697,4.262579441070557,0.2560511827468872,-2.356020927429199,5.374630451202393,-1.3338756561279297,-4.6626715660095215,91.3793716430664,64.12002563476562,32.0952033996582,24.398530960083008,25.95635986328125,17.02294921875,18.03347969055176,12.334625244140623,11.70481014251709,16.221818923950195,10.88078498840332,10.57440948486328,10.700800895690918,0.3064057826995849,0.2883686125278473,0.1104821488261222,0.083164170384407,0.0885332226753234,0.0719222277402877,0.0223857760429382,0.0215860530734062,0.0255394130945205,-0.0355762690305709,-0.0331819280982017,-0.0142475236207246,-0.0366363860666751,16.274078369140625,8.906312942504883,5.075230121612549,3.75726580619812,4.545409202575684,2.4210522174835205,3.2273547649383545,2.0086452960968018,1.8300861120224,3.272023677825928,1.5572832822799685,1.9158284664154053,1.889316201210022,-0.1709384173154831,-0.0243989676237106,-0.0151624856516718,-0.0282275471836328,0.0745648220181465,0.0225886758416891,0.0765637829899787,0.0126642324030399,0.0297352503985166,0.0582336485385894,0.0220757089555263,0.0164940096437931,0.0038068024441599,8.409876823425293,3.2982823848724365,2.624516725540161,1.874404668807984,2.2965211868286133,1.3160603046417236,1.6758310794830322,1.0916961431503296,1.055225491523743,1.711421251296997,0.9736199378967284,0.9828261137008668,0.9637504816055298,0.0216456606740621,0.0063577860055887,0.0846911102344626,0.0267327185297473,12.782609043656649,1,Hyperfunktionelle Dysphonie,1083,phrase
-334.3865661621094,124.99793243408205,20.85580062866211,53.05490493774414,20.866884231567383,14.218365669250488,1.0218878984451294,-2.818061590194702,7.1251301765441895,5.803339004516602,-1.5299257040023804,-2.469839096069336,-0.7944997549057007,96.40705871582033,55.66216659545898,35.19684219360352,26.31255531311035,21.66728973388672,21.13948440551757,18.671266555786133,12.507434844970703,11.161728858947754,11.951380729675291,11.172064781188965,11.568413734436035,10.546812057495115,0.3872425556182861,0.333064317703247,0.1191951036453247,0.091805063188076,0.0301391836255788,0.0025474310386925,-0.028062479570508,-0.061129905283451,-0.0401710905134677,-0.0179105345159769,-0.026735421270132,-0.0576403215527534,-0.0623715259134769,14.256111145019531,8.533318519592285,5.915370941162109,3.771844148635864,3.762804746627808,2.735847234725952,2.8733065128326416,2.52634072303772,2.009871244430542,2.153088092803955,1.8339864015579224,2.0548174381256104,1.8573812246322632,-0.0391784310340881,-0.0220112893730402,-0.0060993074439466,0.0001162137268693,0.0134087158367037,0.0111887352541089,0.0185880176723003,0.0121344411745667,0.002123724669218,-0.0053435955196619,0.0163494646549224,0.0175545141100883,0.0013709996128454,7.364768981933594,3.3352417945861816,3.4473085403442383,2.177881956100464,1.8360956907272337,1.139620065689087,1.645824313163757,1.3094887733459473,1.0122157335281372,1.3531385660171509,0.9186163544654846,1.0050959587097168,0.9436565041542052,0.0311777902233258,0.0166549569170978,0.0869224572547552,0.028060196016634,14.84786925122905,1,Hyperfunktionelle Dysphonie,1085,phrase
-329.3373107910156,137.0534210205078,25.163333892822266,36.99159622192383,12.302236557006836,18.48000907897949,-6.348516941070557,-10.129624366760254,1.6858965158462524,3.815558671951294,-4.690004825592041,-10.562734603881836,-4.195085048675537,74.1417007446289,45.49473571777344,33.513275146484375,22.6228256225586,25.96016502380371,19.33340072631836,16.77301025390625,12.747010231018066,12.192999839782717,12.818685531616213,11.778952598571776,11.385771751403809,11.020843505859377,1.120018720626831,0.5287588238716125,-0.1437926739454269,0.1148733422160148,-0.0699589177966117,0.0272633470594882,-0.0062827081419527,-0.1293697655200958,-0.0614156275987625,0.0023168183397501,0.019571915268898,-0.0331713743507862,-0.0487546771764755,15.63871955871582,8.273755073547363,6.454751491546631,3.613396167755127,4.143407344818115,2.8877270221710205,3.344210624694824,2.7186713218688965,2.063026189804077,2.515618324279785,2.135470151901245,2.0402474403381348,2.440091609954834,-0.0987337157130241,-0.0746986865997314,-0.0438593439757823,0.0542758926749229,0.0872074216604232,0.0490445271134376,0.168564110994339,0.0979511067271232,0.02478688955307,-0.0159126836806535,-0.1141729056835174,-0.0629536211490631,-0.0407750122249126,8.519153594970703,3.867393732070923,3.650201559066773,2.0747220516204834,1.959270596504212,1.4513015747070312,1.92025089263916,1.5401442050933838,1.075142741203308,1.3685771226882937,1.2205387353897097,1.0969979763031006,1.3180981874465942,0.0353735298428463,0.0158831455829614,0.1047970115849463,0.0408023906802735,14.467470504777,1,Hyperfunktionelle Dysphonie,1088,phrase
-279.8481750488281,123.2462387084961,6.182584285736084,51.29590225219727,-12.454147338867188,23.65701103210449,2.347813129425049,-10.000282287597656,4.829106330871582,3.826331615447998,-4.383902072906494,-9.94196319580078,-1.8971315622329712,80.8459243774414,46.783939361572266,30.88172912597656,29.259180068969727,25.5240478515625,19.56610107421875,16.108028411865234,18.459014892578125,11.296187400817873,11.894866943359377,12.045416831970217,14.415759086608888,8.866114616394043,0.6948063373565674,0.5182380676269531,0.0342733450233936,-0.0914144068956375,-0.1401816308498382,-0.0422346480190753,-0.0404892601072788,-0.0522078499197959,-0.0510361865162849,-0.0314219892024993,-0.0215850733220577,-0.0286613591015338,-0.0451785996556282,14.69473648071289,8.479799270629883,5.292562961578369,4.945323944091797,3.653087615966797,2.612478494644165,2.80793571472168,3.372184991836548,1.874598741531372,1.894963622093201,2.0165581703186035,2.5460238456726074,1.859347939491272,-0.1802049726247787,-0.1506828665733337,0.0140731083229184,0.0512835979461669,0.0676396116614341,0.0565947666764259,0.0102321440353989,0.02841910533607,0.0134018082171678,0.0205566361546516,-0.0097632491961121,-0.0502593182027339,0.0076927207410335,8.215764999389648,3.574672222137451,2.9689242839813232,2.505831003189087,1.977958083152771,1.4482629299163818,1.417202115058899,1.5554161071777344,0.965276300907135,0.9547416567802428,0.994583249092102,1.23845112323761,1.1452938318252563,0.0267342331127581,0.0118317645960934,0.0802363703428622,0.0302280085946246,13.594217409238407,1,Hyperfunktionelle Dysphonie,1090,phrase
